team_comp,unlock_synergies,score,ratio
Diana/Lee Sin/Leona/Lillia/Nunu/Qiyana,5,5,0.62
Diana/Lee Sin/Leona/Lillia/Qiyana/Sejuani,5,5,0.56
Diana/Lee Sin/Leona/Nunu/Qiyana/Sejuani,5,5,0.62
Diana/Lee Sin/Leona/Qiyana/Rakan/Sett,5,5,0.62
Diana/Lee Sin/Lillia/Malphite/Qiyana/Sejuani,5,5,0.56
Diana/Lee Sin/Lillia/Nasus/Qiyana/Sejuani,5,5,0.56
Diana/Lee Sin/Lillia/Nunu/Qiyana/Sejuani,5,6,0.62
Diana/Lee Sin/Lillia/Qiyana/Rakan/Sejuani,5,5,0.5
Diana/Lee Sin/Lillia/Qiyana/Rell/Sejuani,5,6,0.62
Diana/Lee Sin/Lillia/Qiyana/Sejuani/Skarner,5,5,0.56
Diana/Lee Sin/Lillia/Qiyana/Sejuani/Vladimir,5,5,0.62
Diana/Lee Sin/Lillia/Qiyana/Sejuani/Zac,5,5,0.56
Diana/Lee Sin/Lillia/Rakan/Sejuani/Sett,5,5,0.5
Diana/Lee Sin/Lillia/Rell/Rengar/Sejuani,5,6,0.62
Diana/Lee Sin/Malphite/Olaf/Qiyana/Sejuani,5,5,0.56
Diana/Lee Sin/Nasus/Qiyana/Rakan/Sett,5,5,0.62
Diana/Lee Sin/Nunu/Olaf/Qiyana/Sejuani,5,5,0.56
Diana/Lee Sin/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Diana/Lee Sin/Nunu/Qiyana/Sejuani/Sett,5,5,0.62
Diana/Lee Sin/Nunu/Qiyana/Sejuani/Volibear,5,5,0.62
Diana/Lee Sin/Nunu/Qiyana/Sejuani/Yone,5,5,0.62
Diana/Lee Sin/Olaf/Qiyana/Rell/Sejuani,5,5,0.56
Diana/Lee Sin/Olaf/Qiyana/Sejuani/Skarner,5,5,0.56
Diana/Lee Sin/Olaf/Rell/Rengar/Sejuani,5,5,0.56
Diana/Lee Sin/Qiyana/Rakan/Sejuani/Sett,5,5,0.56
Diana/Lee Sin/Qiyana/Rakan/Sett/Zac,5,5,0.62
Diana/Lee Sin/Qiyana/Rell/Rengar/Sejuani,5,5,0.71
Diana/Lee Sin/Qiyana/Rell/Sejuani/Sett,5,5,0.62
Diana/Lee Sin/Qiyana/Rell/Sejuani/Volibear,5,5,0.62
Diana/Lee Sin/Rell/Rengar/Sejuani/Sett,5,5,0.62
Diana/Lee Sin/Rell/Rengar/Sejuani/Volibear,5,5,0.62
Diana/Leona/Lillia/Nasus/Nunu/Qiyana,5,5,0.62
Diana/Leona/Lillia/Nasus/Nunu/Rengar,5,5,0.62
Diana/Leona/Lillia/Nasus/Nunu/Sejuani,5,6,0.62
Diana/Leona/Lillia/Nasus/Nunu/Twitch,5,5,0.56
Diana/Leona/Lillia/Nasus/Qiyana/Sejuani,5,5,0.56
Diana/Leona/Lillia/Nasus/Rell/Rengar,5,5,0.62
Diana/Leona/Lillia/Nasus/Rengar/Sejuani,5,5,0.56
Diana/Leona/Lillia/Nasus/Sejuani/Yone,5,5,0.56
Diana/Leona/Lillia/Nunu/Qiyana/Rakan,5,5,0.56
Diana/Leona/Lillia/Nunu/Qiyana/Sejuani,5,6,0.62
Diana/Leona/Lillia/Nunu/Qiyana/Twitch,5,5,0.56
Diana/Leona/Lillia/Nunu/Qiyana/Zac,5,5,0.62
Diana/Leona/Lillia/Nunu/Rakan/Rengar,5,5,0.56
Diana/Leona/Lillia/Nunu/Rakan/Sejuani,5,6,0.56
Diana/Leona/Lillia/Nunu/Rakan/Senna,5,5,0.56
Diana/Leona/Lillia/Nunu/Rakan/Seraphine,5,5,0.5
Diana/Leona/Lillia/Nunu/Rakan/Sett,5,5,0.56
Diana/Leona/Lillia/Nunu/Rakan/Twitch,5,5,0.5
Diana/Leona/Lillia/Nunu/Rell/Rengar,5,6,0.71
Diana/Leona/Lillia/Nunu/Rengar/Sejuani,5,6,0.62
Diana/Leona/Lillia/Nunu/Rengar/Twitch,5,5,0.56
Diana/Leona/Lillia/Nunu/Rengar/Zac,5,5,0.62
Diana/Leona/Lillia/Nunu/Sejuani/Zac,5,6,0.62
Diana/Leona/Lillia/Nunu/Twitch/Varus,5,5,0.56
Diana/Leona/Lillia/Nunu/Twitch/Zac,5,5,0.56
Diana/Leona/Lillia/Olaf/Sejuani/Yone,5,5,0.56
Diana/Leona/Lillia/Qiyana/Rakan/Sejuani,5,5,0.5
Diana/Leona/Lillia/Qiyana/Sejuani/Yone,5,5,0.56
Diana/Leona/Lillia/Qiyana/Sejuani/Zac,5,5,0.56
Diana/Leona/Lillia/Rakan/Rell/Rengar,5,5,0.56
Diana/Leona/Lillia/Rakan/Rengar/Sejuani,5,5,0.5
Diana/Leona/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Diana/Leona/Lillia/Rakan/Sejuani/Seraphine,5,5,0.45
Diana/Leona/Lillia/Rakan/Sejuani/Sett,5,5,0.5
Diana/Leona/Lillia/Rakan/Sejuani/Yone,5,5,0.5
Diana/Leona/Lillia/Rell/Rengar/Sejuani,5,6,0.62
Diana/Leona/Lillia/Rell/Rengar/Twitch,5,5,0.56
Diana/Leona/Lillia/Rell/Rengar/Yone,5,5,0.62
Diana/Leona/Lillia/Rell/Rengar/Zac,5,5,0.62
Diana/Leona/Lillia/Rengar/Sejuani/Yone,5,5,0.56
Diana/Leona/Lillia/Rengar/Sejuani/Zac,5,5,0.56
Diana/Leona/Lillia/Sejuani/Wukong/Yone,5,5,0.56
Diana/Leona/Lillia/Sejuani/Yone/Zac,5,5,0.56
Diana/Leona/Malphite/Nasus/Olaf/Yone,5,5,0.62
Diana/Leona/Malphite/Nunu/Olaf/Sejuani,5,5,0.56
Diana/Leona/Malphite/Olaf/Qiyana/Yone,5,5,0.62
Diana/Leona/Malphite/Olaf/Rakan/Yone,5,5,0.56
Diana/Leona/Malphite/Olaf/Rengar/Yone,5,5,0.62
Diana/Leona/Malphite/Olaf/Sejuani/Yone,5,5,0.56
Diana/Leona/Malphite/Olaf/Twitch/Yone,5,5,0.56
Diana/Leona/Malphite/Olaf/Yone/Zac,5,5,0.71
Diana/Leona/Nasus/Nunu/Olaf/Sejuani,5,5,0.56
Diana/Leona/Nasus/Nunu/Rell/Rengar,5,5,0.71
Diana/Leona/Nasus/Nunu/Rengar/Sejuani,5,5,0.62
Diana/Leona/Nasus/Olaf/Qiyana/Yone,5,5,0.62
Diana/Leona/Nasus/Olaf/Rengar/Yone,5,5,0.62
Diana/Leona/Nasus/Olaf/Sejuani/Yone,5,5,0.56
Diana/Leona/Nasus/Olaf/Skarner/Yone,5,5,0.62
Diana/Leona/Nasus/Olaf/Sylas/Yone,5,5,0.56
Diana/Leona/Nasus/Olaf/Twitch/Yone,5,5,0.56
Diana/Leona/Nasus/Rell/Rengar/Sejuani,5,5,0.62
Diana/Leona/Nunu/Olaf/Qiyana/Sejuani,5,5,0.56
Diana/Leona/Nunu/Olaf/Rakan/Sejuani,5,5,0.5
Diana/Leona/Nunu/Olaf/Rell/Rengar,5,5,0.62
Diana/Leona/Nunu/Olaf/Rengar/Sejuani,5,5,0.56
Diana/Leona/Nunu/Olaf/Sejuani/Skarner,5,5,0.56
Diana/Leona/Nunu/Olaf/Sejuani/Sylas,5,5,0.5
Diana/Leona/Nunu/Olaf/Sejuani/Wukong,5,5,0.56
Diana/Leona/Nunu/Olaf/Sejuani/Yone,5,5,0.62
Diana/Leona/Nunu/Olaf/Sejuani/Zac,5,5,0.56
Diana/Leona/Nunu/Rakan/Rell/Rengar,5,5,0.62
Diana/Leona/Nunu/Rakan/Rengar/Sejuani,5,5,0.56
Diana/Leona/Nunu/Rakan/Sejuani/Senna,5,5,0.56
Diana/Leona/Nunu/Rell/Rengar/Sejuani,5,6,0.71
Diana/Leona/Nunu/Rell/Rengar/Twitch,5,5,0.62
Diana/Leona/Nunu/Rell/Rengar/Zac,5,5,0.71
Diana/Leona/Nunu/Rengar/Sejuani/Zac,5,5,0.62
Diana/Leona/Olaf/Qiyana/Rakan/Yone,5,5,0.56
Diana/Leona/Olaf/Qiyana/Sejuani/Yone,5,5,0.56
Diana/Leona/Olaf/Qiyana/Skarner/Yone,5,5,0.62
Diana/Leona/Olaf/Qiyana/Yone/Zac,5,5,0.62
Diana/Leona/Olaf/Rakan/Rengar/Yone,5,5,0.56
Diana/Leona/Olaf/Rakan/Sejuani/Yone,5,5,0.5
Diana/Leona/Olaf/Rakan/Senna/Yone,5,5,0.56
Diana/Leona/Olaf/Rakan/Seraphine/Yone,5,5,0.5
Diana/Leona/Olaf/Rakan/Sett/Yone,5,5,0.56
Diana/Leona/Olaf/Rakan/Skarner/Yone,5,5,0.56
Diana/Leona/Olaf/Rakan/Sylas/Yone,5,5,0.5
Diana/Leona/Olaf/Rakan/Twitch/Yone,5,5,0.5
Diana/Leona/Olaf/Rell/Rengar/Sejuani,5,5,0.56
Diana/Leona/Olaf/Rell/Rengar/Yone,5,5,0.62
Diana/Leona/Olaf/Rell/Sejuani/Yone,5,5,0.56
Diana/Leona/Olaf/Rengar/Sejuani/Yone,5,5,0.56
Diana/Leona/Olaf/Rengar/Skarner/Yone,5,5,0.62
Diana/Leona/Olaf/Rengar/Yone/Zac,5,5,0.62
Diana/Leona/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Diana/Leona/Olaf/Sejuani/Sylas/Yone,5,5,0.5
Diana/Leona/Olaf/Sejuani/Yone/Zac,5,5,0.56
Diana/Leona/Olaf/Skarner/Twitch/Yone,5,5,0.56
Diana/Leona/Olaf/Skarner/Yone/Zac,5,5,0.62
Diana/Leona/Olaf/Sylas/Yone/Zac,5,5,0.56
Diana/Leona/Olaf/Twitch/Yone/Zac,5,5,0.56
Diana/Leona/Rakan/Rell/Rengar/Sejuani,5,5,0.56
Diana/Leona/Rell/Rengar/Sejuani/Yone,5,5,0.62
Diana/Leona/Rell/Rengar/Sejuani/Zac,5,5,0.62
Diana/Lillia/Lux/Malphite/Sejuani/Sylas,5,5,0.56
Diana/Lillia/Lux/Nidalee/Sejuani/Vladimir,5,5,0.71
Diana/Lillia/Lux/Qiyana/Sejuani/Vladimir,5,5,0.71
Diana/Lillia/Lux/Rell/Rengar/Sejuani,5,6,0.71
Diana/Lillia/Lux/Rell/Rengar/Vladimir,5,5,0.83
Diana/Lillia/Lux/Rengar/Sejuani/Vladimir,5,5,0.71
Diana/Lillia/Lux/Sejuani/Skarner/Sylas,5,5,0.62
Diana/Lillia/Lux/Sejuani/Skarner/Vladimir,5,5,0.71
Diana/Lillia/Lux/Sejuani/Varus/Vladimir,5,5,0.71
Diana/Lillia/Malphite/Nunu/Olaf/Yone,5,5,0.62
Diana/Lillia/Malphite/Olaf/Qiyana/Sejuani,5,5,0.56
Diana/Lillia/Malphite/Olaf/Rell/Rengar,5,5,0.62
Diana/Lillia/Malphite/Olaf/Rengar/Sejuani,5,5,0.56
Diana/Lillia/Malphite/Olaf/Sejuani/Wukong,5,5,0.56
Diana/Lillia/Malphite/Olaf/Sejuani/Yone,5,5,0.56
Diana/Lillia/Malphite/Qiyana/Sejuani/Skarner,5,5,0.56
Diana/Lillia/Malphite/Qiyana/Sejuani/Sylas,5,5,0.56
Diana/Lillia/Malphite/Rell/Rengar/Sejuani,5,6,0.62
Diana/Lillia/Malphite/Rell/Rengar/Skarner,5,5,0.62
Diana/Lillia/Malphite/Rell/Rengar/Sylas,5,5,0.62
Diana/Lillia/Malphite/Rell/Rengar/Twitch,5,5,0.56
Diana/Lillia/Malphite/Rengar/Sejuani/Skarner,5,5,0.56
Diana/Lillia/Malphite/Rengar/Sejuani/Sylas,5,5,0.56
Diana/Lillia/Malphite/Sejuani/Sylas/Taliyah,5,5,0.62
Diana/Lillia/Malphite/Sejuani/Sylas/Vladimir,5,5,0.56
Diana/Lillia/Malphite/Sejuani/Sylas/Zyra,5,5,0.56
Diana/Lillia/Nasus/Qiyana/Rakan/Sejuani,5,5,0.5
Diana/Lillia/Nasus/Qiyana/Sejuani/Zac,5,5,0.56
Diana/Lillia/Nasus/Rakan/Rell/Rengar,5,5,0.56
Diana/Lillia/Nasus/Rakan/Rengar/Sejuani,5,5,0.5
Diana/Lillia/Nasus/Rakan/Sejuani/Senna,5,5,0.5
Diana/Lillia/Nasus/Rakan/Sejuani/Seraphine,5,5,0.45
Diana/Lillia/Nasus/Rakan/Sejuani/Sett,5,5,0.5
Diana/Lillia/Nasus/Rell/Rengar/Sejuani,5,6,0.62
Diana/Lillia/Nasus/Rell/Rengar/Twitch,5,5,0.56
Diana/Lillia/Nasus/Rell/Rengar/Zac,5,5,0.62
Diana/Lillia/Nasus/Rengar/Sejuani/Zac,5,5,0.56
Diana/Lillia/Nidalee/Rell/Rengar/Sejuani,5,6,0.62
Diana/Lillia/Nunu/Olaf/Sejuani/Yone,5,6,0.62
Diana/Lillia/Nunu/Olaf/Skarner/Yone,5,5,0.62
Diana/Lillia/Nunu/Qiyana/Sejuani/Yone,5,6,0.62
Diana/Lillia/Nunu/Rell/Rengar/Sejuani,5,7,0.71
Diana/Lillia/Nunu/Rell/Rengar/Twitch,5,6,0.62
Diana/Lillia/Nunu/Rell/Rengar/Yone,5,6,0.71
Diana/Lillia/Nunu/Rengar/Sejuani/Yone,5,6,0.62
Diana/Lillia/Nunu/Sejuani/Wukong/Yone,5,6,0.62
Diana/Lillia/Olaf/Qiyana/Sejuani/Skarner,5,5,0.56
Diana/Lillia/Olaf/Rell/Rengar/Sejuani,5,6,0.62
Diana/Lillia/Olaf/Rell/Rengar/Skarner,5,5,0.62
Diana/Lillia/Olaf/Rengar/Sejuani/Skarner,5,5,0.56
Diana/Lillia/Olaf/Sejuani/Skarner/Wukong,5,5,0.56
Diana/Lillia/Olaf/Sejuani/Skarner/Yone,5,5,0.56
Diana/Lillia/Olaf/Sejuani/Sylas/Vladimir,5,5,0.56
Diana/Lillia/Qiyana/Rakan/Sejuani/Senna,5,5,0.5
Diana/Lillia/Qiyana/Rakan/Sejuani/Seraphine,5,5,0.45
Diana/Lillia/Qiyana/Rakan/Sejuani/Sett,5,5,0.5
Diana/Lillia/Qiyana/Rakan/Sejuani/Zac,5,5,0.5
Diana/Lillia/Qiyana/Rell/Rengar/Sejuani,5,6,0.71
Diana/Lillia/Qiyana/Sejuani/Skarner/Sylas,5,5,0.56
Diana/Lillia/Qiyana/Sejuani/Sylas/Vladimir,5,5,0.56
Diana/Lillia/Qiyana/Sejuani/Taliyah/Vladimir,5,5,0.62
Diana/Lillia/Rakan/Rell/Rengar/Sejuani,5,6,0.56
Diana/Lillia/Rakan/Rell/Rengar/Senna,5,5,0.56
Diana/Lillia/Rakan/Rell/Rengar/Seraphine,5,5,0.5
Diana/Lillia/Rakan/Rell/Rengar/Sett,5,5,0.56
Diana/Lillia/Rakan/Rell/Rengar/Twitch,5,5,0.5
Diana/Lillia/Rakan/Rell/Rengar/Zac,5,5,0.56
Diana/Lillia/Rakan/Rengar/Sejuani/Senna,5,5,0.5
Diana/Lillia/Rakan/Rengar/Sejuani/Seraphine,5,5,0.45
Diana/Lillia/Rakan/Rengar/Sejuani/Sett,5,5,0.5
Diana/Lillia/Rakan/Rengar/Sejuani/Zac,5,5,0.5
Diana/Lillia/Rakan/Sejuani/Senna/Seraphine,5,5,0.45
Diana/Lillia/Rakan/Sejuani/Senna/Zac,5,5,0.5
Diana/Lillia/Rakan/Sejuani/Senna/Zeri,5,5,0.5
Diana/Lillia/Rakan/Sejuani/Seraphine/Sett,5,5,0.45
Diana/Lillia/Rakan/Sejuani/Seraphine/Zac,5,5,0.5
Diana/Lillia/Rakan/Sejuani/Seraphine/Zyra,5,5,0.45
Diana/Lillia/Rakan/Sejuani/Sett/Volibear,5,5,0.5
Diana/Lillia/Rakan/Sejuani/Sett/Zac,5,5,0.5
Diana/Lillia/Rell/Rengar/Sejuani/Senna,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Seraphine,5,6,0.56
Diana/Lillia/Rell/Rengar/Sejuani/Sett,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Skarner,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Sylas,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Taliyah,5,6,0.71
Diana/Lillia/Rell/Rengar/Sejuani/Twitch,5,7,0.71
Diana/Lillia/Rell/Rengar/Sejuani/Varus,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Vladimir,5,6,0.71
Diana/Lillia/Rell/Rengar/Sejuani/Volibear,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Wukong,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Yone,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Zac,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Zeri,5,6,0.62
Diana/Lillia/Rell/Rengar/Sejuani/Zyra,5,6,0.62
Diana/Lillia/Rell/Rengar/Skarner/Sylas,5,5,0.62
Diana/Lillia/Rell/Rengar/Skarner/Twitch,5,5,0.56
Diana/Lillia/Rell/Rengar/Sylas/Vladimir,5,5,0.62
Diana/Lillia/Rell/Rengar/Taliyah/Vladimir,5,5,0.71
Diana/Lillia/Rell/Rengar/Twitch/Vladimir,5,5,0.62
Diana/Lillia/Rell/Rengar/Twitch/Zac,5,5,0.56
Diana/Lillia/Rengar/Sejuani/Skarner/Sylas,5,5,0.56
Diana/Lillia/Rengar/Sejuani/Sylas/Vladimir,5,5,0.56
Diana/Lillia/Rengar/Sejuani/Taliyah/Vladimir,5,5,0.62
Diana/Lillia/Sejuani/Skarner/Sylas/Taliyah,5,5,0.56
Diana/Lillia/Sejuani/Skarner/Sylas/Vladimir,5,5,0.62
Diana/Lillia/Sejuani/Skarner/Sylas/Zyra,5,5,0.56
Diana/Lillia/Sejuani/Sylas/Vladimir/Zyra,5,5,0.56
Diana/Lux/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Diana/Lux/Olaf/Rell/Rengar/Sejuani,5,5,0.56
Diana/Malphite/Nunu/Olaf/Qiyana/Sejuani,5,5,0.56
Diana/Malphite/Nunu/Olaf/Qiyana/Yone,5,5,0.62
Diana/Malphite/Nunu/Olaf/Rell/Rengar,5,5,0.62
Diana/Malphite/Nunu/Olaf/Rell/Yone,5,5,0.62
Diana/Malphite/Nunu/Olaf/Rengar/Sejuani,5,5,0.56
Diana/Malphite/Nunu/Olaf/Rengar/Yone,5,5,0.62
Diana/Malphite/Nunu/Olaf/Sejuani/Wukong,5,5,0.56
Diana/Malphite/Nunu/Olaf/Sejuani/Yone,6,6,0.75
Diana/Malphite/Nunu/Olaf/Twitch/Yone,5,5,0.56
Diana/Malphite/Olaf/Qiyana/Rell/Sejuani,5,5,0.56
Diana/Malphite/Olaf/Qiyana/Sejuani/Wukong,5,5,0.56
Diana/Malphite/Olaf/Qiyana/Sejuani/Yone,5,5,0.56
Diana/Malphite/Olaf/Rakan/Seraphine/Zac,5,5,0.56
Diana/Malphite/Olaf/Rell/Rengar/Sejuani,6,6,0.75
Diana/Malphite/Olaf/Rell/Rengar/Twitch,5,5,0.56
Diana/Malphite/Olaf/Rell/Rengar/Wukong,5,5,0.62
Diana/Malphite/Olaf/Rell/Rengar/Yone,5,5,0.62
Diana/Malphite/Olaf/Rell/Sejuani/Wukong,5,5,0.56
Diana/Malphite/Olaf/Rell/Sejuani/Yone,5,5,0.56
Diana/Malphite/Olaf/Rengar/Sejuani/Wukong,5,5,0.56
Diana/Malphite/Olaf/Rengar/Sejuani/Yone,5,5,0.56
Diana/Malphite/Rell/Rengar/Sejuani/Skarner,5,5,0.62
Diana/Malphite/Rell/Rengar/Sejuani/Sylas,5,5,0.56
Diana/Nasus/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Diana/Nasus/Olaf/Rell/Rengar/Sejuani,5,5,0.56
Diana/Nasus/Rakan/Rell/Rengar/Sejuani,5,5,0.56
Diana/Nasus/Rell/Rengar/Sejuani/Zac,5,5,0.62
Diana/Nidalee/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Diana/Nidalee/Olaf/Rell/Rengar/Sejuani,5,5,0.56
Diana/Nunu/Olaf/Qiyana/Rell/Yone,5,5,0.62
Diana/Nunu/Olaf/Qiyana/Sejuani/Skarner,5,5,0.56
Diana/Nunu/Olaf/Qiyana/Sejuani/Sylas,5,5,0.5
Diana/Nunu/Olaf/Qiyana/Sejuani/Wukong,5,5,0.56
Diana/Nunu/Olaf/Qiyana/Sejuani/Yone,6,6,0.75
Diana/Nunu/Olaf/Qiyana/Skarner/Yone,5,5,0.62
Diana/Nunu/Olaf/Rakan/Sejuani/Yone,5,5,0.5
Diana/Nunu/Olaf/Rell/Rengar/Sejuani,5,6,0.62
Diana/Nunu/Olaf/Rell/Rengar/Skarner,5,5,0.62
Diana/Nunu/Olaf/Rell/Rengar/Sylas,5,5,0.56
Diana/Nunu/Olaf/Rell/Rengar/Twitch,5,5,0.56
Diana/Nunu/Olaf/Rell/Rengar/Wukong,5,5,0.62
Diana/Nunu/Olaf/Rell/Rengar/Yone,6,6,0.86
Diana/Nunu/Olaf/Rell/Sejuani/Yone,5,6,0.62
Diana/Nunu/Olaf/Rell/Skarner/Yone,5,5,0.62
Diana/Nunu/Olaf/Rell/Sylas/Yone,5,5,0.56
Diana/Nunu/Olaf/Rell/Twitch/Yone,5,5,0.56
Diana/Nunu/Olaf/Rengar/Sejuani/Skarner,5,5,0.56
Diana/Nunu/Olaf/Rengar/Sejuani/Sylas,5,5,0.5
Diana/Nunu/Olaf/Rengar/Sejuani/Wukong,5,5,0.56
Diana/Nunu/Olaf/Rengar/Sejuani/Yone,6,6,0.75
Diana/Nunu/Olaf/Rengar/Skarner/Yone,5,5,0.62
Diana/Nunu/Olaf/Sejuani/Senna/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Seraphine/Yone,5,5,0.5
Diana/Nunu/Olaf/Sejuani/Sett/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Skarner/Wukong,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Skarner/Yone,6,6,0.75
Diana/Nunu/Olaf/Sejuani/Sylas/Wukong,5,5,0.5
Diana/Nunu/Olaf/Sejuani/Sylas/Yone,6,6,0.67
Diana/Nunu/Olaf/Sejuani/Sylas/Zyra,5,5,0.5
Diana/Nunu/Olaf/Sejuani/Taliyah/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Twitch/Yone,5,6,0.62
Diana/Nunu/Olaf/Sejuani/Varus/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Vladimir/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Volibear/Yone,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Wukong/Yone,5,5,0.62
Diana/Nunu/Olaf/Sejuani/Yone/Zac,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Yone/Zeri,5,5,0.56
Diana/Nunu/Olaf/Sejuani/Yone/Zyra,5,5,0.56
Diana/Nunu/Olaf/Skarner/Twitch/Yone,5,5,0.56
Diana/Nunu/Qiyana/Sejuani/Wukong/Yone,5,5,0.62
Diana/Nunu/Rell/Rengar/Sejuani/Yone,5,6,0.71
Diana/Nunu/Rell/Rengar/Twitch/Varus,5,5,0.62
Diana/Nunu/Rell/Rengar/Twitch/Yone,5,5,0.62
Diana/Nunu/Rell/Rengar/Wukong/Yone,5,5,0.71
Diana/Nunu/Rengar/Sejuani/Wukong/Yone,5,5,0.62
Diana/Olaf/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Diana/Olaf/Qiyana/Rell/Sejuani/Skarner,5,5,0.56
Diana/Olaf/Qiyana/Rell/Sejuani/Sylas,5,5,0.5
Diana/Olaf/Qiyana/Rell/Sejuani/Wukong,5,5,0.56
Diana/Olaf/Qiyana/Rell/Sejuani/Yone,5,5,0.56
Diana/Olaf/Qiyana/Sejuani/Skarner/Wukong,5,5,0.56
Diana/Olaf/Qiyana/Sejuani/Skarner/Yone,5,5,0.56
Diana/Olaf/Rakan/Rell/Rengar/Sejuani,5,5,0.5
Diana/Olaf/Rell/Rengar/Sejuani/Senna,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Seraphine,5,5,0.5
Diana/Olaf/Rell/Rengar/Sejuani/Sett,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Skarner,6,6,0.75
Diana/Olaf/Rell/Rengar/Sejuani/Sylas,6,6,0.67
Diana/Olaf/Rell/Rengar/Sejuani/Taliyah,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Twitch,5,6,0.62
Diana/Olaf/Rell/Rengar/Sejuani/Varus,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Vladimir,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Volibear,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Wukong,6,6,0.75
Diana/Olaf/Rell/Rengar/Sejuani/Yone,6,6,0.75
Diana/Olaf/Rell/Rengar/Sejuani/Zac,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Zeri,5,5,0.56
Diana/Olaf/Rell/Rengar/Sejuani/Zyra,5,5,0.56
Diana/Olaf/Rell/Rengar/Skarner/Twitch,5,5,0.56
Diana/Olaf/Rell/Rengar/Skarner/Wukong,5,5,0.62
Diana/Olaf/Rell/Rengar/Skarner/Yone,5,5,0.62
Diana/Olaf/Rell/Sejuani/Skarner/Wukong,5,5,0.56
Diana/Olaf/Rell/Sejuani/Skarner/Yone,5,5,0.56
Diana/Olaf/Rell/Sejuani/Sylas/Wukong,5,5,0.5
Diana/Olaf/Rell/Sejuani/Sylas/Yone,5,5,0.5
Diana/Olaf/Rell/Sejuani/Sylas/Zyra,5,5,0.5
Diana/Olaf/Rengar/Sejuani/Skarner/Wukong,5,5,0.56
Diana/Olaf/Rengar/Sejuani/Skarner/Yone,5,5,0.56
Diana/Olaf/Skarner/Twitch/Varus/Vladimir,5,5,0.62
Diana/Rakan/Rell/Rengar/Sejuani/Senna,5,5,0.56
Diana/Rakan/Rell/Rengar/Sejuani/Seraphine,5,5,0.5
Diana/Rakan/Rell/Rengar/Sejuani/Sett,5,5,0.56
Diana/Rakan/Rell/Rengar/Sejuani/Zac,5,5,0.56
Diana/Rakan/Senna/Seraphine/Zac/Zeri,5,5,0.62
Diana/Rell/Rengar/Sejuani/Senna/Sett,5,5,0.62
Diana/Rell/Rengar/Sejuani/Senna/Zeri,5,5,0.62
Diana/Rell/Rengar/Sejuani/Seraphine/Zyra,5,5,0.56
Diana/Rell/Rengar/Sejuani/Sett/Volibear,5,5,0.62
Diana/Rell/Rengar/Sejuani/Skarner/Sylas,5,5,0.56
Diana/Rell/Rengar/Sejuani/Sylas/Zyra,5,5,0.56
Diana/Rell/Rengar/Sejuani/Twitch/Varus,5,6,0.71
Diana/Rell/Rengar/Sejuani/Wukong/Yone,5,5,0.62
Ezreal/Gnar/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Ezreal/Jax/Kai'sa/Lee Sin/Malphite/Twitch,5,5,0.62
Ezreal/Jax/Kai'sa/Lee Sin/Skarner/Twitch,5,5,0.56
Ezreal/Jax/Karma/Lee Sin/Malphite/Twitch,5,5,0.62
Ezreal/Jax/Karma/Lee Sin/Skarner/Twitch,5,5,0.62
Ezreal/Jax/Lee Sin/Lillia/Olaf/Sejuani,5,5,0.45
Ezreal/Jax/Lee Sin/Malphite/Sett/Twitch,5,5,0.56
Ezreal/Jax/Lee Sin/Malphite/Twitch/Volibear,5,5,0.62
Ezreal/Jax/Lee Sin/Nasus/Twitch/Volibear,5,5,0.62
Ezreal/Jax/Lee Sin/Rakan/Sett/Twitch,5,5,0.5
